latitude, longitude, hora, velocidade
48.7304, -134.6164, 2022-09-07 09:48:46.172678, 27566.087152969518
46.1765, -126.1714, 2022-09-07 09:50:26.698457, 27583.809111198745
43.019, -118.6381, 2022-09-07 09:52:07.225461, 27449.01208959267
39.3476, -111.9083, 2022-09-07 09:53:47.748988, 27590.07974853416
35.2833, -105.9286, 2022-09-07 09:55:28.252050, 27599.652438353092
30.9142, -100.5829, 2022-09-07 09:57:09.088731, 27513.814285645865
26.3122, -95.7549, 2022-09-07 09:58:49.581202, 27609.49890950503
21.5342, -91.3366, 2022-09-07 10:00:30.101436, 27602.842465119626
16.6505, -87.2517, 2022-09-07 10:02:10.579284, 27478.113839048354
11.6496, -83.3747, 2022-09-07 10:03:51.102585, 27604.341026990325
6.5878, -79.6517, 2022-09-07 10:05:31.620214, 27603.781287578848
1.4932, -76.0136, 2022-09-07 10:07:12.152032, 27596.83208163817
-3.5824, -72.4131, 2022-09-07 10:08:52.676795, 27455.998146380436
-8.6644, -68.7502, 2022-09-07 10:10:33.207890, 27584.917913253863
-13.701, -64.9761, 2022-09-07 10:12:13.783342, 27566.942650306602
-18.6626, -61.0201, 2022-09-07 10:13:54.318732, 27569.03697174468
-23.6583, -56.673, 2022-09-07 10:15:38.226319, 27460.604077306692
-28.357, -52.0957, 2022-09-07 10:17:18.727220, 27558.284462811647
-32.8557, -47.0659, 2022-09-07 10:18:59.239822, 27545.65620567961
-37.0721, -41.5012, 2022-09-07 10:20:39.794775, 27388.745958411742
-40.9704, -35.23, 2022-09-07 10:22:20.336915, 27517.01125444374
-44.4339, -28.1698, 2022-09-07 10:24:00.855232, 27513.96476962937
-47.35, -20.2481, 2022-09-07 10:25:41.394499, 27501.113254915803
-49.5948, -11.4723, 2022-09-07 10:27:21.943216, 27491.932158571104
-51.0482, -1.9752, 2022-09-07 10:29:02.561711, 27468.602989757183
-51.6174, 7.9117, 2022-09-07 10:30:43.064633, 27359.225368502495
-51.2683, 17.8983, 2022-09-07 10:32:23.601981, 27485.96239435071
-50.0208, 27.5304, 2022-09-07 10:34:04.134385, 27486.080852929364
-47.9568, 36.4949, 2022-09-07 10:35:44.709662, 27475.26792890088
-45.2073, 44.5856, 2022-09-07 10:37:25.265043, 27347.291033986538
-41.869, 51.8505, 2022-09-07 10:39:05.794515, 27497.366784983577
-38.0706, 58.3033, 2022-09-07 10:40:46.328580, 27500.564559305174
-33.9114, 64.0478, 2022-09-07 10:42:26.854431, 27511.991059221324
-29.4735, 69.2, 2022-09-07 10:44:07.383869, 27517.372031731862
-24.8458, 73.8517, 2022-09-07 10:45:47.922023, 27386.33826229295
-20.0346, 78.1521, 2022-09-07 10:47:28.458326, 27530.30987193706
-15.1047, 82.1684, 2022-09-07 10:49:08.962429, 27546.591784309836
-10.0914, 85.9818, 2022-09-07 10:50:49.483077, 27549.339546491898
-5.0502, 89.6468, 2022-09-07 10:52:29.984676, 27423.70599025498
0.0426, 93.2672, 2022-09-07 10:54:10.554828, 27548.925656087125
5.1361, 96.8888, 2022-09-07 10:55:51.070061, 27568.942643702456
10.2044, 100.5762, 2022-09-07 10:57:31.853040, 27498.807384573804
15.2205, 104.3971, 2022-09-07 10:59:12.380773, 27572.154252066008
20.1537, 108.4244, 2022-09-07 11:00:52.925397, 27568.5733092203
24.9687, 112.7402, 2022-09-07 11:02:33.455345, 27575.133900152632
29.5992, 117.4118, 2022-09-07 11:04:13.962853, 27442.29843056618
34.0388, 122.5905, 2022-09-07 11:05:54.500668, 27571.591358902868
38.1973, 128.3685, 2022-09-07 11:07:35.033106, 27572.370275962283
42.0093, 134.8979, 2022-09-07 11:09:15.771885, 27651.70191877895
45.3199, 142.1788, 2022-09-07 11:10:56.547481, 27367.058367131565
48.0647, 150.3694, 2022-09-07 11:12:37.079502, 27570.48698496298
50.0993, 159.3967, 2022-09-07 11:14:17.603474, 27572.023653447337
51.3079, 169.0838, 2022-09-07 11:15:58.261201, 27535.264524939364
51.6083, 179.2086, 2022-09-07 11:17:40.106210, 27486.750085848314
50.973, -170.843, 2022-09-07 11:19:20.678980, 27561.656140489802
49.4155, -161.1799, 2022-09-07 11:21:03.029454, 27625.546803848243
47.0947, -152.4561, 2022-09-07 11:22:43.690806, 27543.561628642976
